"cheese","url","milk","country","region","family","type","fat_content","calcium_content","texture","rind","color","flavor","aroma","vegetarian","vegan","synonyms","alt_spellings","producers","lat","lon","xmin","ymin","xmax","ymax"
"Seriously Strong Cheddar","https://www.cheese.com/seriously-strong-cheddar/","cow","United Kingdom","Stranraer","Cheddar","hard","34.4%","740 mg/100g","crumbly, dense, firm, flaky","natural","yellow","full-flavored, savory, smokey , spicy, tangy","rich, smokey, strong",FALSE,FALSE,NA,"Seriously Strong Spreadable, Seriously Strong Vintage Cheddar, Seriously Strong Grated Cheddar","Lactalis McLelland Ltd",54.9044332,-5.026204,-5.066204,54.8644332,-4.986204,54.9444332
"Serra da Estrela DOP","https://www.cheese.com/serra-da-estrela-dop/","sheep","Portugal","Serra da Estrela",NA,"semi-soft",NA,NA,NA,NA,"ivory",NA,"pungent",FALSE,FALSE,"Serra da Estrela, Queijo Serra da Estrela",NA,NA,40.4358994,-7.5168655,-7.8023348,40.2355494,-7.28968,40.6362591
"Sgt. Pepper","https://www.cheese.com/sgt-pepper/","goat","United States","California",NA,"fresh soft",NA,NA,"creamy, smooth, spreadable","rindless","white","full-flavored, spicy","fresh, spicy",TRUE,FALSE,NA,NA,"Cypress Grove Chevre",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"Shaker Blue","https://www.cheese.com/shaker-blue/","sheep","United States","New York","Blue","semi-firm, blue-veined",NA,NA,"creamy","rindless","ivory","acidic, creamy, full-flavored, sweet","rich, sweet",TRUE,FALSE,"Shaker Blue",NA,"Old Chatham Sheepherding Company",40.7127281,-74.0060152,-74.258843,40.476578,-73.700233,40.91763
"Shamembert","https://www.cheese.com/vegan-shamembert/","plant-based","United Kingdom",NA,NA,"soft",NA,NA,"soft, soft-ripened","mold ripened","white","earthy, full-flavored, mushroomy, savory, strong","earthy",TRUE,TRUE,NA,NA,"Honestly Tasty",54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Shanklish","https://www.cheese.com/shanklish/","cow, sheep","Egypt",NA,"Feta","fresh firm, hard, artisan",NA,NA,"creamy, crumbly, firm","mold ripened","white","sharp, spicy, strong","pungent, strong",FALSE,FALSE,NA,NA,"Grandpa's dairy",26.2540493,29.2675469,24.6499112,21.9936736,37.1153517,31.8330854
"Shanklish","https://www.cheese.com/shanklish/","cow, sheep","Lebanon",NA,"Feta","fresh firm, hard, artisan",NA,NA,"creamy, crumbly, firm","mold ripened","white","sharp, spicy, strong","pungent, strong",FALSE,FALSE,NA,NA,"Grandpa's dairy",40.375713,-76.4626118,-76.6790914,40.1957824,-76.1514553,40.5551092
"Shanklish","https://www.cheese.com/shanklish/","cow, sheep","Syria",NA,"Feta","fresh firm, hard, artisan",NA,NA,"creamy, crumbly, firm","mold ripened","white","sharp, spicy, strong","pungent, strong",FALSE,FALSE,NA,NA,"Grandpa's dairy",34.8147886,38.4231781,35.4714427,32.3117576,42.3745894,37.3186819
"Sharon Hollow Garlic and Chive","https://www.cheese.com/sharon-hollow-garlic-and-chive/","cow","United States","Ann Arbor, Michigan",NA,"fresh soft, artisan",NA,NA,"flaky","rindless","ivory","garlicky, milky","fresh, garlicky",TRUE,FALSE,"Sharon Hollow Garlic and Pepper",NA,"Zingerman's Creamery",42.2813722,-83.7484616,-83.799572,42.222668,-83.675807,42.3238941
"Sharp Cheddar","https://www.cheese.com/sharp-cheddar/","cow","United States",NA,"Cheddar","semi-hard, artisan",NA,NA,"creamy","natural",NA,"sharp, strong, tangy",NA,NA,NA,NA,NA,NA,39.7837304,-100.445882,-180,-14.7608358,180,71.5889534
"Sharpham","https://www.cheese.com/sharpham/","cow","England","Devon","Brie","soft, artisan","45%",NA,"creamy, smooth","mold ripened","white","buttery","fresh",TRUE,FALSE,NA,NA,"Sharpham Wine & Cheese",50.7241405,-3.6607788,-4.6809626,50.2014491,-2.8866407,51.2468388
"Sharpham","https://www.cheese.com/sharpham/","cow","United Kingdom","Devon","Brie","soft, artisan","45%",NA,"creamy, smooth","mold ripened","white","buttery","fresh",TRUE,FALSE,NA,NA,"Sharpham Wine & Cheese",50.7241405,-3.6607788,-4.6809626,50.2014491,-2.8866407,51.2468388
"Sharpham Elmhirst","https://www.cheese.com/sharpham-elmhirst/","cow","United Kingdom","Devon",NA,"soft, artisan, soft-ripened",NA,NA,"creamy, smooth, soft, soft-ripened, spreadable","bloomy","white","creamy, full-flavored, milky, smooth","fresh, mild, milky, rich",TRUE,FALSE,NA,NA,"Sharpham Wine & Cheese",50.7241405,-3.6607788,-4.6809626,50.2014491,-2.8866407,51.2468388
"Sharpham Rustic","https://www.cheese.com/sharpham-rustic/","cow","United Kingdom","Devon",NA,"semi-hard, artisan",NA,NA,"creamy","natural","white","lemony, nutty","fresh",TRUE,FALSE,NA,NA,"Sharpham Wine & Cheese",50.7241405,-3.6607788,-4.6809626,50.2014491,-2.8866407,51.2468388
"Sharpham Rustic Chive & Garlic","https://www.cheese.com/sharpham-rustic-chive-garlic/","cow","United Kingdom","Devon",NA,"semi-hard, artisan",NA,NA,"creamy","natural","white","creamy, garlicky, savory","garlicky, nutty, strong",TRUE,FALSE,NA,NA,"Sharpham Wine & Cheese",50.7241405,-3.6607788,-4.6809626,50.2014491,-2.8866407,51.2468388
"Sharpham Savour","https://www.cheese.com/sharpham-savour/","cow, goat","United Kingdom","Devon",NA,"semi-hard, artisan",NA,NA,"close, creamy, supple","natural","cream","smooth, sweet","fresh",TRUE,FALSE,NA,NA,"Sharpham Wine & Cheese",50.7241405,-3.6607788,-4.6809626,50.2014491,-2.8866407,51.2468388
"Sheep Gouda","https://www.cheese.com/sheep-gouda/","sheep","United States","Maine","Gouda","semi-hard, artisan",NA,NA,"compact, crumbly, dense","natural","pale yellow","caramel, nutty",NA,NA,NA,NA,NA,"Fuzzy Udder Creamery",45.709097,-68.8590201,-71.0841694,42.9222206,-66.8854053,47.4598397
"Shelburne Cheddar","https://www.cheese.com/shelburne-cheddar/","cow","United States","Shelburne Farms","Cheddar","hard, artisan","51%",NA,"firm","rindless","pale yellow","strong","rich",TRUE,FALSE,NA,NA,"Shelburne Farms",34.8904622,-82.2434059,-82.2498677,34.8877668,-82.2418564,34.892896
"Shepherd's Crook","https://www.cheese.com/shepherds-crook/","sheep","England","Somerset",NA,"soft, artisan","48%",NA,"creamy, smooth, springy","mold ripened","white","mild, sweet","rich, sweet",TRUE,FALSE,NA,NA,"Wootton Organic Dairy",51.1617509,-3.0753867,-3.8398029,50.8208387,-2.2444018,51.5026877
"Shepherd's Hope","https://www.cheese.com/shepherds-hope/","sheep","United States","Minnesota",NA,"fresh soft, artisan",NA,NA,"creamy, firm, soft","rindless","white","citrusy, garlicky, herbaceous, mild, milky","aromatic, fresh, herbal",TRUE,FALSE,NA,NA,"Shepherd's Way Farms",45.9896587,-94.6113288,-97.2392619,43.4994288,-89.483385,49.3844722
"Shepherdista Crush","https://www.cheese.com/shepherdista-crush/","sheep","United States","California",NA,"firm, artisan",NA,NA,"compact","natural","ivory","tangy","grassy, woody",NA,NA,"Shepherdista",NA,"Bleating Heart Cheese",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"Shepsog","https://www.cheese.com/shepsog/","cow, sheep","United States","Vermont",NA,"semi-firm",NA,NA,"buttery","natural","yellow","nutty, sweet","earthy, nutty, rich, sweet",NA,NA,NA,NA,"Grafton Village Cheese Company",44.5990718,-72.5002608,-73.43774,42.72696,-71.465386,45.016665
"Ships Wheel Brie","https://www.cheese.com/ships-wheel-brie/","cow","Australia","Mornington Peninsula, Melbourne","Brie","artisan",NA,NA,"creamy",NA,NA,"mild, nutty","mild, nutty",TRUE,FALSE,NA,NA,"BoatShed Cheese",-38.4447227,144.9259272,144.6900435,-38.5003776,145.0268292,-38.3269389
"Shoreditch Smoked","https://www.cheese.com/vegan-shoreditch-smoked-cheese/","plant-based","United Kingdom",NA,NA,"semi-firm",NA,NA,"creamy, semi firm, soft, spreadable","rindless","pale yellow","nutty, smokey , umami, yeasty","mild, nutty, smokey, yeasty",TRUE,TRUE,NA,NA,"La Fauxmagerie",54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Shorrock's Lancashire Bomb","https://www.cheese.com/shorrocks-lancashire-bomb/","cow","United Kingdom",NA,NA,"semi-hard",NA,NA,"creamy, crumbly",NA,"yellow",NA,NA,TRUE,FALSE,NA,NA,NA,54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Shredded Bliss","https://www.cheese.com/shredded-bliss/",NA,"Canada",NA,"Mozzarella","semi-soft",NA,NA,"elastic, smooth, springy, stringy","plastic","pale yellow","mild, milky","fresh, mild",TRUE,FALSE,"Lactose Free Mozzarella Shreds, Dairy Free Mozzarella Shreds, Lactose & Soy Free Mozzarella Shreds",NA,NA,61.0666922,-107.991707,-141.00275,41.6765597,-52.3237664,83.3362128
"Shredded Bliss","https://www.cheese.com/shredded-bliss/",NA,"United States",NA,"Mozzarella","semi-soft",NA,NA,"elastic, smooth, springy, stringy","plastic","pale yellow","mild, milky","fresh, mild",TRUE,FALSE,"Lactose Free Mozzarella Shreds, Dairy Free Mozzarella Shreds, Lactose & Soy Free Mozzarella Shreds",NA,NA,39.7837304,-100.445882,-180,-14.7608358,180,71.5889534
"Shropshire Blue","https://www.cheese.com/shropshire-blue/","cow","United Kingdom",NA,"Blue","semi-hard",NA,NA,"creamy, smooth","natural","orange","creamy","rich",TRUE,FALSE,"Blue Shropshire, Blue Stuart, Inverness-shire Blue",NA,NA,54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Shtayburne Farm Cheddar","https://www.cheese.com/shtayburne-farm-cheddar/","cow","United States","NY","Cheddar","hard, artisan",NA,NA,"creamy, smooth","natural","yellow","creamy, garlicky, sharp, smokey , smooth, spicy",NA,NA,NA,NA,NA,"Shtayburne Farm",43.1561681,-75.8449946,-79.7619758,40.476578,-71.790972,45.0158611
"Shtayburne Farm Monterey Jack","https://www.cheese.com/shtayburne-farm-monterey-jack/","cow","United States","NY","Monterey Jack","semi-hard, artisan",NA,NA,"compact, creamy, soft, supple","natural","pale yellow","creamy, garlicky, herbaceous, smooth, spicy, sweet, tangy",NA,NA,NA,NA,NA,"Shtayburne Farm",43.1561681,-75.8449946,-79.7619758,40.476578,-71.790972,45.0158611
"Sicilian Blend","https://www.cheese.com/sicilian-blend/","cow","United States","Wisconsin","Parmesan","hard, artisan",NA,NA,"crumbly, dry, firm","natural","pale yellow","piquant, savory, sharp, spicy",NA,TRUE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Siltcoos","https://www.cheese.com/siltcoos/","goat","United States","Coast of Oregon",NA,"soft, artisan",NA,NA,"soft","ash coated","ivory","spicy, strong","clean, fresh",NA,NA,NA,NA,"Rivers Edge Chèvre",NA,NA,NA,NA,NA,NA
"Sinodun Hill","https://www.cheese.com/sinodun-hill/","goat","England",NA,NA,"soft",NA,NA,"fluffy","natural","pale yellow","creamy","clean",TRUE,FALSE,NA,NA,"Norton & Yarrow Cheese",52.5310214,-1.2649062,-6.7047494,49.674,2.0919117,55.917
"Sirene","https://www.cheese.com/sirene/","cow, goat, sheep","Albania","Trakia","Feta","fresh soft, brined",NA,NA,"crumbly, grainy, smooth","natural","white","lemony, salty, sharp, tangy","strong",FALSE,FALSE,"Sirenje",NA,NA,NA,NA,NA,NA,NA,NA
"Sirene","https://www.cheese.com/sirene/","cow, goat, sheep","Bulgaria","Trakia","Feta","fresh soft, brined",NA,NA,"crumbly, grainy, smooth","natural","white","lemony, salty, sharp, tangy","strong",FALSE,FALSE,"Sirenje",NA,NA,42.076249,24.7534581,24.7534581,42.076249,24.7540567,42.0772958
"Sirene","https://www.cheese.com/sirene/","cow, goat, sheep","Croatia","Trakia","Feta","fresh soft, brined",NA,NA,"crumbly, grainy, smooth","natural","white","lemony, salty, sharp, tangy","strong",FALSE,FALSE,"Sirenje",NA,NA,NA,NA,NA,NA,NA,NA
"Sirene","https://www.cheese.com/sirene/","cow, goat, sheep","Greece","Trakia","Feta","fresh soft, brined",NA,NA,"crumbly, grainy, smooth","natural","white","lemony, salty, sharp, tangy","strong",FALSE,FALSE,"Sirenje",NA,NA,41.1141064,25.0917478,23.6235476,40.3161473,26.6355754,41.7488889
"Sirene","https://www.cheese.com/sirene/","cow, goat, sheep","Israel","Trakia","Feta","fresh soft, brined",NA,NA,"crumbly, grainy, smooth","natural","white","lemony, salty, sharp, tangy","strong",FALSE,FALSE,"Sirenje",NA,NA,NA,NA,NA,NA,NA,NA
"Sirene","https://www.cheese.com/sirene/","cow, goat, sheep","Macedonia","Trakia","Feta","fresh soft, brined",NA,NA,"crumbly, grainy, smooth","natural","white","lemony, salty, sharp, tangy","strong",FALSE,FALSE,"Sirenje",NA,NA,40.6186482,22.9179536,21.704198,39.8309729,24.12707,41.4065869
"Sirene","https://www.cheese.com/sirene/","cow, goat, sheep","Romania","Trakia","Feta","fresh soft, brined",NA,NA,"crumbly, grainy, smooth","natural","white","lemony, salty, sharp, tangy","strong",FALSE,FALSE,"Sirenje",NA,NA,45.0175611,24.0116674,24.0116174,45.0175111,24.0117174,45.0176111
"Sirene","https://www.cheese.com/sirene/","cow, goat, sheep","Serbia","Trakia","Feta","fresh soft, brined",NA,NA,"crumbly, grainy, smooth","natural","white","lemony, salty, sharp, tangy","strong",FALSE,FALSE,"Sirenje",NA,NA,40.3409573,22.5295735,22.5295235,40.3409073,22.5296235,40.3410073
"Sleightlett","https://www.cheese.com/sleightlett/","goat","United Kingdom","Timsbury, Somerset",NA,"fresh soft, artisan",NA,NA,"creamy, fluffy, smooth","mold ripened","white","citrusy, lemony, nutty","goaty, lactic",FALSE,FALSE,NA,NA,NA,51.3271927,-2.4755923,-2.5003267,51.3151708,-2.4616257,51.337893
"Slices Of Bliss","https://www.cheese.com/slices-of-bliss/",NA,"Canada",NA,"Cheddar","soft",NA,NA,"creamy","plastic","yellow","creamy, savory, sharp, spicy",NA,TRUE,FALSE,"Lactose Free Slices, Dairy Free Slices, Lactose & Soy Free Slices",NA,"GO Veggie!",61.0666922,-107.991707,-141.00275,41.6765597,-52.3237664,83.3362128
"Slices Of Bliss","https://www.cheese.com/slices-of-bliss/",NA,"United States",NA,"Cheddar","soft",NA,NA,"creamy","plastic","yellow","creamy, savory, sharp, spicy",NA,TRUE,FALSE,"Lactose Free Slices, Dairy Free Slices, Lactose & Soy Free Slices",NA,"GO Veggie!",39.7837304,-100.445882,-180,-14.7608358,180,71.5889534
"Smoked Fior Di Latte","https://www.cheese.com/smoked-fior-di-latte/","cow","Italy",NA,"Mozzarella","semi-soft",NA,NA,"elastic, smooth",NA,"brownish yellow","smokey , tangy","smokey",NA,NA,NA,NA,NA,42.6384261,12.674297,6.6272658,35.2889616,18.7844746,47.0921485
"Smoked Gouda","https://www.cheese.com/smoked-gouda/","cow, goat, sheep","Netherlands",NA,"Gouda","hard",NA,NA,"buttery, crumbly","waxed","brownish yellow",NA,"smokey",NA,NA,NA,NA,NA,52.2434979,5.6343227,-68.6255319,11.825,7.2274985,53.744395
"Smoked Lincolnshire Poacher","https://www.cheese.com/smoked-lincolnshire-poacher/","cow","United Kingdom",NA,NA,"hard",NA,NA,"creamy, crumbly",NA,"pale yellow",NA,NA,NA,NA,NA,NA,NA,54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Smoked Sulguni","https://www.cheese.com/smoked-sulguni/","buffalo, cow","Georgia","Svaneti, Samegrelo",NA,"semi-firm",NA,NA,"dense, elastic",NA,"yellow","salty, smokey , sour","smokey",NA,NA,"smoked suluguni, Georgian smoked suluguni","Shebolili Megruli Sulguni",NA,43.0445803,42.7276524,42.7276024,43.0445303,42.7277024,43.0446303
"Smokey Jalapeño","https://www.cheese.com/smokey-jalapeno/",NA,"Canada","Ontario",NA,"semi-firm, artisan",NA,NA,"creamy, firm",NA,"golden orange","creamy, mild, spicy",NA,TRUE,FALSE,NA,NA,"Zengarry Vegetarian Cuisine",50.000678,-86.000977,-95.1560176,41.6765597,-74.3201062,56.8613501
"Smokey Mountain Round","https://www.cheese.com/smokey-mountain-round/","goat","United States","North Carolina",NA,"semi-soft, artisan",NA,NA,"compact","natural","white","savory, woody","aromatic, lactic",TRUE,FALSE,NA,NA,"Goat Lady Dairy",35.6729639,-79.0392919,-84.3218293,33.752878,-75.400119,36.588157
"Smokey Oregon Blue","https://www.cheese.com/smokey-oregon-blue/","cow","United States","Oregon","Blue","semi-hard, blue-veined",NA,NA,"dense, firm","natural","pale yellow","caramel, earthy, savory, sharp, sweet","milky, nutty, smokey",TRUE,FALSE,NA,NA,"Rogue Creamery",43.9792797,-120.737257,-124.703541,41.991794,-116.4631465,46.2923948
"Smokey Touvelle","https://www.cheese.com/smokey-touvelle/","cow","United States","Oregon","Cheddar","semi-hard, artisan",NA,NA,"crumbly, firm","natural","pale yellow","nutty, sweet, tangy","mild, smokey",TRUE,FALSE,NA,NA,"Rogue Creamery",43.9792797,-120.737257,-124.703541,41.991794,-116.4631465,46.2923948
"Snow Camp","https://www.cheese.com/snow-camp/","cow, goat","United States","North Carolina",NA,"semi-firm",NA,NA,"soft","bloomy","ivory","buttery, creamy","buttery",TRUE,FALSE,NA,NA,"Goat Lady Dairy",35.6729639,-79.0392919,-84.3218293,33.752878,-75.400119,36.588157
"Sofia","https://www.cheese.com/sofia/","goat","United States","Indiana",NA,"soft, artisan, soft-ripened",NA,NA,"close, creamy, dense, soft, soft-ripened","mold ripened","cream","citrusy, creamy, sweet, tangy",NA,FALSE,FALSE,NA,NA,"Capriole Goat Cheese",40.3270127,-86.1746933,-88.0972043,37.7716793,-84.784609,41.761368
"Somerset Brie","https://www.cheese.com/somerset-brie/","cow","England","Somerset","Brie","soft, artisan",NA,NA,"creamy, smooth","natural","white","mild","fresh, grassy, mushroom",TRUE,FALSE,NA,NA,NA,51.1617509,-3.0753867,-3.8398029,50.8208387,-2.2444018,51.5026877
"Somerset Brie","https://www.cheese.com/somerset-brie/","cow","United Kingdom","Somerset","Brie","soft, artisan",NA,NA,"creamy, smooth","natural","white","mild","fresh, grassy, mushroom",TRUE,FALSE,NA,NA,NA,51.1617509,-3.0753867,-3.8398029,50.8208387,-2.2444018,51.5026877
"Somerset Organic Cheddar","https://www.cheese.com/somerset-organic-cheddar/","cow","United Kingdom",NA,NA,"hard, organic",NA,NA,"creamy, crumbly",NA,"pale yellow",NA,NA,NA,NA,"Somerset Cheddar",NA,NA,54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Sonnet","https://www.cheese.com/sonnet/","goat, sheep","United States","Tieton, Washington",NA,"soft, artisan",NA,NA,"smooth, spreadable","bloomy",NA,"lemony, smooth","rich",NA,NA,NA,NA,"Tieton Farm & Creamery",46.7020686,-120.75535,-120.772574,46.690809,-120.731255,46.709545
"Sonoma Jack","https://www.cheese.com/sonoma-jack/","cow","United States","Sonoma, California","Monterey Jack","semi-hard",NA,NA,"brittle, creamy, crumbly, firm, open, supple","natural","pale white","buttery, herbaceous, mild, mushroomy, nutty, sharp, spicy","aromatic, earthy, herbal, mild",TRUE,FALSE,NA,NA,"Vella Cheese Company",38.5110803,-122.8473388,-123.632497,38.0695272,-122.3496966,38.8526549
"Sosha","https://www.cheese.com/sosha/","goat, yak","China","Tibet",NA,"soft, artisan",NA,NA,"creamy","natural","white","pungent, strong","pungent, strong",NA,NA,"Churul",NA,NA,29.8556443,90.8749807,78.3923198,27.2120451,99.1155467,36.484074
"Sosha","https://www.cheese.com/sosha/","goat, yak","Nepal","Tibet",NA,"soft, artisan",NA,NA,"creamy","natural","white","pungent, strong","pungent, strong",NA,NA,"Churul",NA,NA,27.9735262,85.9642985,85.9641543,27.9735117,85.9644427,27.9735408
"Sosha","https://www.cheese.com/sosha/","goat, yak","Tibet","Tibet",NA,"soft, artisan",NA,NA,"creamy","natural","white","pungent, strong","pungent, strong",NA,NA,"Churul",NA,NA,41.3043736,42.3893632,42.3893132,41.3043236,42.3894132,41.3044236
"Sottocenere® al Tartufo","https://www.cheese.com/sottocenere-al-tartufo/","cow","Italy","Veneto",NA,"semi-soft, artisan",NA,NA,"firm, smooth","natural","pale yellow","creamy, salty, savory","aromatic, spicy",FALSE,FALSE,"Italian Truffle Cheese",NA,NA,45.6476663,11.8665254,10.6231032,44.7924256,13.1021703,46.6806148
"Soumaintrain","https://www.cheese.com/soumaintrain/","cow","France",NA,NA,"soft, artisan",NA,NA,"creamy, smooth","washed",NA,"creamy","rich",NA,NA,"Soumaintrain AOC",NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Sourire Lozerien","https://www.cheese.com/sourire-lozerien/","cow","France","Cevenes",NA,"semi-soft, artisan","25%",NA,"creamy, smooth","natural","white","mild, sweet","musty",FALSE,FALSE,NA,NA,"SARL LAITERIE RISSOAN",44.3509309,3.8584813,3.2582721,43.8951713,4.4937512,44.8144806
